1.000140  0.002095
0.998622  0.002557
0.994077  0.003935
0.986530  0.006202
0.976022  0.009320
0.962613  0.013232
0.946376  0.017871
0.927405  0.023161
0.905806  0.029014
0.881705  0.035339
0.855240  0.042041
0.826567  0.049021
0.795853  0.056180
0.763283  0.063415
0.729050  0.070626
0.693363  0.077712
0.656436  0.084570
0.618498  0.091097
0.579781  0.097192
0.540526  0.102750
0.500980  0.107673
0.461392  0.111860
0.422013  0.115220
0.382869  0.117647
0.344139  0.118911
0.306375  0.118931
0.269840  0.117681
0.234784  0.115156
0.201450  0.111378
0.170068  0.106390
0.140850  0.100259
0.113991  0.093072
0.089666  0.084936
0.068028  0.075968
0.049209  0.066295
0.033317  0.056044
0.020438  0.045339
0.010635  0.034294
0.003951  0.023008
0.000405  0.011559
0.000000  0.000000
0.002677 -0.011251
0.008361 -0.021786
0.016995 -0.031579
0.028506 -0.040594
0.042803 -0.048794
0.059784 -0.056138
0.079332 -0.062589
0.101317 -0.068117
0.125603 -0.072701
0.152043 -0.076331
0.180484 -0.079015
0.210765 -0.080777
0.242718 -0.081657
0.276170 -0.081713
0.310941 -0.081017
0.346844 -0.079653
0.383686 -0.077716
0.421552 -0.075273
0.460149 -0.072271
0.499020 -0.068784
0.537933 -0.064904
0.576654 -0.060721
0.614948 -0.056316
0.652581 -0.051767
0.689321 -0.047143
0.724940 -0.042507
0.759216 -0.037915
0.791932 -0.033419
0.822882 -0.029065
0.851867 -0.024898
0.878701 -0.020961
0.903211 -0.017295
0.925235 -0.013940
0.944630 -0.010935
0.961267 -0.008318
0.975034 -0.006124
0.985840 -0.004382
0.993611 -0.003118
0.998295 -0.002352
0.999860 -0.002095
